EU (28 countries);2000;105,2
Belgium;2000;104,9
Bulgaria;2000;118,6
Czech Republic;2000;116,7
Denmark;2000;108,1
Germany;2000;100,5
Estonia;2000;104,6
Ireland;2000;102,7
Greece;2000;96,5
Spain;2000;106,4
France;2000;104
Croatia;2000;107
Italy;2000;108,4
Cyprus;2000;99
Latvia;2000;135,9
Lithuania;2000;70,2
Luxembourg;2000;102,9
Hungary;2000;119,6
Malta;2000;100,5
Netherlands;2000;102,8
Austria;2000;103,4
Poland;2000;113,3
Portugal;2000;95,3
Romania;2000;116,8
Slovenia;2000;111,4
Slovakia;2000;127,2
Finland;2000;104,1
Sweden;2000;108,5
United Kingdom;2000;110,2
Iceland;2000;101,4
Norway;2000;105,8
Switzerland;2000;100,2
Former Yugoslav Republic of Macedonia, the;2000;96,5
EU (28 countries);2001;104,8
Belgium;2001;105,5
Bulgaria;2001;116,8
Czech Republic;2001;114,3
Denmark;2001;105,7
Germany;2001;101
Estonia;2001;97,1
Ireland;2001;102,6
Greece;2001;98
Spain;2001;104,4
France;2001;105,5
Croatia;2001;108,2
Italy;2001;108
Cyprus;2001;98,2
Latvia;2001;128,5
Lithuania;2001;67,7
Luxembourg;2001;104,6
Hungary;2001;115,5
Malta;2001;100,4
Netherlands;2001;101,1
Austria;2001;102,5
Poland;2001;110,2
Portugal;2001;95,1
Romania;2001;112,4
Slovenia;2001;109,8
Slovakia;2001;123,2
Finland;2001;103,3
Sweden;2001;107,9
United Kingdom;2001;109,3
Iceland;2001;102,5
Norway;2001;105,8
Switzerland;2001;100,1
Former Yugoslav Republic of Macedonia, the;2001;96,5
EU (28 countries);2002;105,2
Belgium;2002;106
Bulgaria;2002;116,1
Czech Republic;2002;112,6
Denmark;2002;104,9
Germany;2002;101,4
Estonia;2002;92,7
Ireland;2002;99,5
Greece;2002;98,7
Spain;2002;109,1
France;2002;105,4
Croatia;2002;106,9
Italy;2002;108,9
Cyprus;2002;97,7
Latvia;2002;121,6
Lithuania;2002;64
Luxembourg;2002;102,2
Hungary;2002;111,9
Malta;2002;100
Netherlands;2002;102,4
Austria;2002;102,1
Poland;2002;107,2
Portugal;2002;97,8
Romania;2002;105
Slovenia;2002;107,7
Slovakia;2002;118,5
Finland;2002;103,6
