Lieu;Département;Série;Unité;Année;Valeur
CENTRE-VAL DE LOIRE;24;Phosphore (sauf épandage);t/an;2002;14.198
CENTRE-VAL DE LOIRE;24;Phosphore (sauf épandage);t/an;2004;79.017
CENTRE-VAL DE LOIRE;24;Phosphore (sauf épandage);t/an;2005;81.228
CENTRE-VAL DE LOIRE;24;Phosphore (sauf épandage);t/an;2006;96.607
CENTRE-VAL DE LOIRE;24;Phosphore (sauf épandage);t/an;2007;22.409
CENTRE-VAL DE LOIRE;24;Phosphore (sauf épandage);t/an;2008;39.646
CENTRE-VAL DE LOIRE;24;Phosphore (sauf épandage);t/an;2009;46.611
CENTRE-VAL DE LOIRE;24;Phosphore (y compris épandage);t/an;1999;75.8
CENTRE-VAL DE LOIRE;24;Phosphore (y compris épandage);t/an;2000;0.0
CENTRE-VAL DE LOIRE;24;Phosphore (y compris épandage);t/an;2001;549.11
CENTRE-VAL DE LOIRE;24;Phosphore (y compris épandage);t/an;2002;26.423
CENTRE-VAL DE LOIRE;24;Phosphore (y compris épandage);t/an;2004;95.576
CENTRE-VAL DE LOIRE;24;Phosphore (y compris épandage);t/an;2005;130.125
CENTRE-VAL DE LOIRE;24;Phosphore (y compris épandage);t/an;2006;96.607
CENTRE-VAL DE LOIRE;24;Phosphore (y compris épandage);t/an;2007;22.409
CENTRE-VAL DE LOIRE;24;Phosphore (y compris épandage);t/an;2008;39.646
CENTRE-VAL DE LOIRE;24;Phosphore (y compris épandage);t/an;2009;46.611
CENTRE-VAL DE LOIRE;24;Plomb;t/an;1999;0.0
CENTRE-VAL DE LOIRE;24;Plomb;t/an;2000;0.0
CENTRE-VAL DE LOIRE;24;Plomb;t/an;2001;0.0
CENTRE-VAL DE LOIRE;24;Plomb;t/an;2002;3.894
CENTRE-VAL DE LOIRE;24;Plomb;t/an;2004;1.541
CENTRE-VAL DE LOIRE;24;Plomb;t/an;2005;0.233
CENTRE-VAL DE LOIRE;24;Plomb;t/an;2006;0.139
CENTRE-VAL DE LOIRE;24;Plomb;t/an;2007;0.027
CENTRE-VAL DE LOIRE;24;Plomb;t/an;2008;0.0
CENTRE-VAL DE LOIRE;24;Plomb;t/an;2009;0.137
CENTRE-VAL DE LOIRE;24;Sulfates;t/an;1999;0.0
CENTRE-VAL DE LOIRE;24;Sulfates;t/an;2000;0.0
CENTRE-VAL DE LOIRE;24;Sulfates;t/an;2001;0.0
CENTRE-VAL DE LOIRE;24;Sulfates;t/an;2002;0.0
CENTRE-VAL DE LOIRE;24;Sulfates;t/an;2004;0.0
CENTRE-VAL DE LOIRE;24;Sulfates;t/an;2005;0.0
CENTRE-VAL DE LOIRE;24;Sulfates;t/an;2006;0.0
CENTRE-VAL DE LOIRE;24;Sulfates;t/an;2007;0.0
CENTRE-VAL DE LOIRE;24;Sulfates;t/an;2008;0.0
CENTRE-VAL DE LOIRE;24;Sulfates;t/an;2009;0.0
CENTRE-VAL DE LOIRE;24;Titane;t/an;1999;0.0
CENTRE-VAL DE LOIRE;24;Titane;t/an;2000;0.0
CENTRE-VAL DE LOIRE;24;Titane;t/an;2001;0.0
CENTRE-VAL DE LOIRE;24;Titane;t/an;2002;0.0
CENTRE-VAL DE LOIRE;24;Titane;t/an;2004;0.0
CENTRE-VAL DE LOIRE;24;Titane;t/an;2005;0.0
CENTRE-VAL DE LOIRE;24;Titane;t/an;2006;0.0
CENTRE-VAL DE LOIRE;24;Titane;t/an;2007;0.155
CENTRE-VAL DE LOIRE;24;Titane;t/an;2008;0.21
CENTRE-VAL DE LOIRE;24;Titane;t/an;2009;0.0
CENTRE-VAL DE LOIRE;24;Zinc;t/an;1999;0.0
CENTRE-VAL DE LOIRE;24;Zinc;t/an;2000;0.0
CENTRE-VAL DE LOIRE;24;Zinc;t/an;2001;0.0
CENTRE-VAL DE LOIRE;24;Zinc;t/an;2002;0.698
CENTRE-VAL DE LOIRE;24;Zinc;t/an;2004;7.138
CENTRE-VAL DE LOIRE;24;Zinc;t/an;2005;0.543
CENTRE-VAL DE LOIRE;24;Zinc;t/an;2006;0.796
CENTRE-VAL DE LOIRE;24;Zinc;t/an;2007;1.335
CENTRE-VAL DE LOIRE;24;Zinc;t/an;2008;3.86
CENTRE-VAL DE LOIRE;24;Zinc;t/an;2009;1.824
CHAMPAGNE-ARDENNE;21;Aluminium;t/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Aluminium;t/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Aluminium;t/an;2001;0.0
CHAMPAGNE-ARDENNE;21;Aluminium;t/an;2002;0.0
CHAMPAGNE-ARDENNE;21;Aluminium;t/an;2004;0.0
CHAMPAGNE-ARDENNE;21;Aluminium;t/an;2005;0.0
CHAMPAGNE-ARDENNE;21;Aluminium;t/an;2006;0.0
CHAMPAGNE-ARDENNE;21;Aluminium;t/an;2007;0.0
CHAMPAGNE-ARDENNE;21;Aluminium;t/an;2008;3.453
CHAMPAGNE-ARDENNE;21;Aluminium;t/an;2009;0.0
CHAMPAGNE-ARDENNE;21;AOX OU EOX;t/an;1999;0.0
CHAMPAGNE-ARDENNE;21;AOX OU EOX;t/an;2000;0.0
CHAMPAGNE-ARDENNE;21;AOX OU EOX;t/an;2001;0.0
CHAMPAGNE-ARDENNE;21;AOX OU EOX;t/an;2002;0.0
CHAMPAGNE-ARDENNE;21;AOX OU EOX;t/an;2004;7.467
CHAMPAGNE-ARDENNE;21;AOX OU EOX;t/an;2005;6.76
CHAMPAGNE-ARDENNE;21;AOX OU EOX;t/an;2006;8.062
CHAMPAGNE-ARDENNE;21;AOX OU EOX;t/an;2007;2.867
CHAMPAGNE-ARDENNE;21;AOX OU EOX;t/an;2008;4.109
CHAMPAGNE-ARDENNE;21;AOX OU EOX;t/an;2009;11.179
CHAMPAGNE-ARDENNE;21;Arsenic;kg/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Arsenic;kg/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Arsenic;kg/an;2001;0.0
CHAMPAGNE-ARDENNE;21;Arsenic;kg/an;2002;7.0
CHAMPAGNE-ARDENNE;21;Arsenic;kg/an;2004;10.0
CHAMPAGNE-ARDENNE;21;Arsenic;kg/an;2005;243.3
CHAMPAGNE-ARDENNE;21;Arsenic;kg/an;2006;7.0
CHAMPAGNE-ARDENNE;21;Arsenic;kg/an;2007;5.0
CHAMPAGNE-ARDENNE;21;Arsenic;kg/an;2008;0.0
CHAMPAGNE-ARDENNE;21;Arsenic;kg/an;2009;0.0
CHAMPAGNE-ARDENNE;21;Azote (sauf épandage);t/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Azote (sauf épandage);t/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Azote (sauf épandage);t/an;2001;0.0
CHAMPAGNE-ARDENNE;21;Azote (sauf épandage);t/an;2002;0.0
CHAMPAGNE-ARDENNE;21;Azote (sauf épandage);t/an;2004;0.0
CHAMPAGNE-ARDENNE;21;Azote (sauf épandage);t/an;2005;0.0
CHAMPAGNE-ARDENNE;21;Azote (sauf épandage);t/an;2006;65.64
CHAMPAGNE-ARDENNE;21;Azote (sauf épandage);t/an;2007;1319.907
CHAMPAGNE-ARDENNE;21;Azote (sauf épandage);t/an;2008;1303.785
CHAMPAGNE-ARDENNE;21;Azote (sauf épandage);t/an;2009;1047.218
CHAMPAGNE-ARDENNE;21;Azote (y compris épandage);t/an;1999;910.0
CHAMPAGNE-ARDENNE;21;Azote (y compris épandage);t/an;2000;4064.0
CHAMPAGNE-ARDENNE;21;Azote (y compris épandage);t/an;2001;1494.0
CHAMPAGNE-ARDENNE;21;Azote (y compris épandage);t/an;2002;3883.136
CHAMPAGNE-ARDENNE;21;Azote (y compris épandage);t/an;2004;967.994
CHAMPAGNE-ARDENNE;21;Azote (y compris épandage);t/an;2005;1038.701
CHAMPAGNE-ARDENNE;21;Azote (y compris épandage);t/an;2006;1025.697
CHAMPAGNE-ARDENNE;21;Azote (y compris épandage);t/an;2007;1319.907
CHAMPAGNE-ARDENNE;21;Azote (y compris épandage);t/an;2008;1303.785
CHAMPAGNE-ARDENNE;21;Azote (y compris épandage);t/an;2009;1047.218
CHAMPAGNE-ARDENNE;21;Cadmium (et ses composés);kg/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Cadmium (et ses composés);kg/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Cadmium (et ses composés);kg/an;2001;0.0
CHAMPAGNE-ARDENNE;21;Cadmium (et ses composés);kg/an;2002;24.0
CHAMPAGNE-ARDENNE;21;Cadmium (et ses composés);kg/an;2004;11.2
CHAMPAGNE-ARDENNE;21;Cadmium (et ses composés);kg/an;2005;19.2
CHAMPAGNE-ARDENNE;21;Cadmium (et ses composés);kg/an;2006;33.8
CHAMPAGNE-ARDENNE;21;Cadmium (et ses composés);kg/an;2007;7.24
CHAMPAGNE-ARDENNE;21;Cadmium (et ses composés);kg/an;2008;8.59
CHAMPAGNE-ARDENNE;21;Cadmium (et ses composés);kg/an;2009;9.217
CHAMPAGNE-ARDENNE;21;Chlorures;t/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Chlorures;t/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Chlorures;t/an;2001;0.0
CHAMPAGNE-ARDENNE;21;Chlorures;t/an;2002;0.0
CHAMPAGNE-ARDENNE;21;Chlorures;t/an;2004;0.0
CHAMPAGNE-ARDENNE;21;Chlorures;t/an;2005;0.0
CHAMPAGNE-ARDENNE;21;Chlorures;t/an;2006;0.0
CHAMPAGNE-ARDENNE;21;Chlorures;t/an;2007;0.0
CHAMPAGNE-ARDENNE;21;Chlorures;t/an;2008;0.0
CHAMPAGNE-ARDENNE;21;Chlorures;t/an;2009;0.0
CHAMPAGNE-ARDENNE;21;Chrome;t/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Chrome;t/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Chrome;t/an;2001;0.063
CHAMPAGNE-ARDENNE;21;Chrome;t/an;2002;0.994
CHAMPAGNE-ARDENNE;21;Chrome;t/an;2004;0.06
CHAMPAGNE-ARDENNE;21;Chrome;t/an;2005;0.395
CHAMPAGNE-ARDENNE;21;Chrome;t/an;2006;0.172
CHAMPAGNE-ARDENNE;21;Chrome;t/an;2007;0.077
CHAMPAGNE-ARDENNE;21;Chrome;t/an;2008;0.0
CHAMPAGNE-ARDENNE;21;Chrome;t/an;2009;0.0
CHAMPAGNE-ARDENNE;21;Chrome hexavalent;kg/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Chrome hexavalent;kg/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Chrome hexavalent;kg/an;2001;0.0
CHAMPAGNE-ARDENNE;21;Chrome hexavalent;kg/an;2002;334.0
CHAMPAGNE-ARDENNE;21;Chrome hexavalent;kg/an;2004;153.13
CHAMPAGNE-ARDENNE;21;Chrome hexavalent;kg/an;2005;0.0
CHAMPAGNE-ARDENNE;21;Chrome hexavalent;kg/an;2006;34.19
CHAMPAGNE-ARDENNE;21;Chrome hexavalent;kg/an;2007;0.0
CHAMPAGNE-ARDENNE;21;Chrome hexavalent;kg/an;2008;0.0
CHAMPAGNE-ARDENNE;21;Chrome hexavalent;kg/an;2009;0.0
CHAMPAGNE-ARDENNE;21;Cuivre;t/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Cuivre;t/an;2000;1.3
CHAMPAGNE-ARDENNE;21;Cuivre;t/an;2001;0.13
CHAMPAGNE-ARDENNE;21;Cuivre;t/an;2002;0.852
CHAMPAGNE-ARDENNE;21;Cuivre;t/an;2004;0.534
CHAMPAGNE-ARDENNE;21;Cuivre;t/an;2005;0.541
CHAMPAGNE-ARDENNE;21;Cuivre;t/an;2006;0.353
CHAMPAGNE-ARDENNE;21;Cuivre;t/an;2007;0.47
CHAMPAGNE-ARDENNE;21;Cuivre;t/an;2008;0.361
CHAMPAGNE-ARDENNE;21;Cuivre;t/an;2009;0.349
CHAMPAGNE-ARDENNE;21;Cyanures;kg/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Cyanures;kg/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Cyanures;kg/an;2001;0.0
CHAMPAGNE-ARDENNE;21;Cyanures;kg/an;2002;0.0
CHAMPAGNE-ARDENNE;21;Cyanures;kg/an;2004;0.0
CHAMPAGNE-ARDENNE;21;Cyanures;kg/an;2005;0.0
CHAMPAGNE-ARDENNE;21;Cyanures;kg/an;2006;0.0
CHAMPAGNE-ARDENNE;21;Cyanures;kg/an;2007;56.0
CHAMPAGNE-ARDENNE;21;Cyanures;kg/an;2008;50.5
CHAMPAGNE-ARDENNE;21;Cyanures;kg/an;2009;0.0
CHAMPAGNE-ARDENNE;21;DBO5 (sauf épandage);t/an;1999;ND
CHAMPAGNE-ARDENNE;21;DBO5 (sauf épandage);t/an;2000;ND
CHAMPAGNE-ARDENNE;21;DBO5 (sauf épandage);t/an;2001;ND
CHAMPAGNE-ARDENNE;21;DBO5 (sauf épandage);t/an;2002;ND
CHAMPAGNE-ARDENNE;21;DBO5 (sauf épandage);t/an;2004;825.345
CHAMPAGNE-ARDENNE;21;DBO5 (sauf épandage);t/an;2005;1148.102
CHAMPAGNE-ARDENNE;21;DBO5 (sauf épandage);t/an;2006;1033.488
CHAMPAGNE-ARDENNE;21;DBO5 (sauf épandage);t/an;2007;6566.617
CHAMPAGNE-ARDENNE;21;DBO5 (sauf épandage);t/an;2008;6883.738
CHAMPAGNE-ARDENNE;21;DBO5 (sauf épandage);t/an;2009;6925.811
CHAMPAGNE-ARDENNE;21;DBO5 (y compris épandage);t/an;1999;ND
CHAMPAGNE-ARDENNE;21;DBO5 (y compris épandage);t/an;2000;ND
CHAMPAGNE-ARDENNE;21;DBO5 (y compris épandage);t/an;2001;ND
CHAMPAGNE-ARDENNE;21;DBO5 (y compris épandage);t/an;2002;ND
CHAMPAGNE-ARDENNE;21;DBO5 (y compris épandage);t/an;2004;17723.705
CHAMPAGNE-ARDENNE;21;DBO5 (y compris épandage);t/an;2005;22665.842
CHAMPAGNE-ARDENNE;21;DBO5 (y compris épandage);t/an;2006;19807.597
CHAMPAGNE-ARDENNE;21;DBO5 (y compris épandage);t/an;2007;6566.617
CHAMPAGNE-ARDENNE;21;DBO5 (y compris épandage);t/an;2008;6883.738
CHAMPAGNE-ARDENNE;21;DBO5 (y compris épandage);t/an;2009;6925.811
CHAMPAGNE-ARDENNE;21;DCO (sauf épandage);t/an;1999;1932.0
CHAMPAGNE-ARDENNE;21;DCO (sauf épandage);t/an;2000;815.0
CHAMPAGNE-ARDENNE;21;DCO (sauf épandage);t/an;2001;1155.0
CHAMPAGNE-ARDENNE;21;DCO (sauf épandage);t/an;2002;952.537
CHAMPAGNE-ARDENNE;21;DCO (sauf épandage);t/an;2004;3370.795
CHAMPAGNE-ARDENNE;21;DCO (sauf épandage);t/an;2005;4982.108
CHAMPAGNE-ARDENNE;21;DCO (sauf épandage);t/an;2006;3948.916
CHAMPAGNE-ARDENNE;21;DCO (sauf épandage);t/an;2007;20706.461
CHAMPAGNE-ARDENNE;21;DCO (sauf épandage);t/an;2008;20169.559
CHAMPAGNE-ARDENNE;21;DCO (sauf épandage);t/an;2009;18545.698
CHAMPAGNE-ARDENNE;21;DCO (y compris épandage);t/an;1999;39621.0
CHAMPAGNE-ARDENNE;21;DCO (y compris épandage);t/an;2000;144942.0
CHAMPAGNE-ARDENNE;21;DCO (y compris épandage);t/an;2001;40261.0
CHAMPAGNE-ARDENNE;21;DCO (y compris épandage);t/an;2002;118321.495
CHAMPAGNE-ARDENNE;21;DCO (y compris épandage);t/an;2004;37949.448
CHAMPAGNE-ARDENNE;21;DCO (y compris épandage);t/an;2005;49256.622
CHAMPAGNE-ARDENNE;21;DCO (y compris épandage);t/an;2006;44796.795
CHAMPAGNE-ARDENNE;21;DCO (y compris épandage);t/an;2007;20706.461
CHAMPAGNE-ARDENNE;21;DCO (y compris épandage);t/an;2008;20169.559
CHAMPAGNE-ARDENNE;21;DCO (y compris épandage);t/an;2009;18545.698
CHAMPAGNE-ARDENNE;21;Dichlorométhane;kg/an;1999;ND
CHAMPAGNE-ARDENNE;21;Dichlorométhane;kg/an;2000;ND
CHAMPAGNE-ARDENNE;21;Dichlorométhane;kg/an;2001;0.0
CHAMPAGNE-ARDENNE;21;Dichlorométhane;kg/an;2002;0.0
CHAMPAGNE-ARDENNE;21;Dichlorométhane;kg/an;2004;0.0
CHAMPAGNE-ARDENNE;21;Dichlorométhane;kg/an;2005;0.0
CHAMPAGNE-ARDENNE;21;Dichlorométhane;kg/an;2006;0.0
CHAMPAGNE-ARDENNE;21;Dichlorométhane;kg/an;2007;0.0
CHAMPAGNE-ARDENNE;21;Dichlorométhane;kg/an;2008;0.0
CHAMPAGNE-ARDENNE;21;Dichlorométhane;kg/an;2009;0.0
CHAMPAGNE-ARDENNE;21;Étain;t/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Étain;t/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Étain;t/an;2001;0.0
CHAMPAGNE-ARDENNE;21;Étain;t/an;2002;0.0
CHAMPAGNE-ARDENNE;21;Étain;t/an;2004;0.0
CHAMPAGNE-ARDENNE;21;Étain;t/an;2005;0.0
CHAMPAGNE-ARDENNE;21;Étain;t/an;2006;0.0
CHAMPAGNE-ARDENNE;21;Étain;t/an;2007;0.0
CHAMPAGNE-ARDENNE;21;Étain;t/an;2008;0.0
CHAMPAGNE-ARDENNE;21;Étain;t/an;2009;0.0
CHAMPAGNE-ARDENNE;21;Fer;t/an;1999;3.91
CHAMPAGNE-ARDENNE;21;Fer;t/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Fer;t/an;2001;0.0
CHAMPAGNE-ARDENNE;21;Fer;t/an;2002;302.419
CHAMPAGNE-ARDENNE;21;Fer;t/an;2004;0.0
CHAMPAGNE-ARDENNE;21;Fer;t/an;2005;0.0
CHAMPAGNE-ARDENNE;21;Fer;t/an;2006;0.0
CHAMPAGNE-ARDENNE;21;Fer;t/an;2007;19.438
CHAMPAGNE-ARDENNE;21;Fer;t/an;2008;0.0
CHAMPAGNE-ARDENNE;21;Fer;t/an;2009;0.0
CHAMPAGNE-ARDENNE;21;Fluor;t/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Fluor;t/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Fluor;t/an;2001;0.0
CHAMPAGNE-ARDENNE;21;Fluor;t/an;2002;0.0
CHAMPAGNE-ARDENNE;21;Fluor;t/an;2004;0.0
CHAMPAGNE-ARDENNE;21;Fluor;t/an;2005;0.0
CHAMPAGNE-ARDENNE;21;Fluor;t/an;2006;0.0
CHAMPAGNE-ARDENNE;21;Fluor;t/an;2007;0.0
CHAMPAGNE-ARDENNE;21;Fluor;t/an;2008;0.0
CHAMPAGNE-ARDENNE;21;Fluor;t/an;2009;0.0
CHAMPAGNE-ARDENNE;21;Hydrocarbures;t/an;1999;21.0
CHAMPAGNE-ARDENNE;21;Hydrocarbures;t/an;2000;18.8
CHAMPAGNE-ARDENNE;21;Hydrocarbures;t/an;2001;0.0
CHAMPAGNE-ARDENNE;21;Hydrocarbures;t/an;2002;0.0
CHAMPAGNE-ARDENNE;21;Hydrocarbures;t/an;2004;0.0
CHAMPAGNE-ARDENNE;21;Hydrocarbures;t/an;2005;0.0
CHAMPAGNE-ARDENNE;21;Hydrocarbures;t/an;2006;0.0
CHAMPAGNE-ARDENNE;21;Hydrocarbures;t/an;2007;0.0
CHAMPAGNE-ARDENNE;21;Hydrocarbures;t/an;2008;0.0
CHAMPAGNE-ARDENNE;21;Hydrocarbures;t/an;2009;0.0
CHAMPAGNE-ARDENNE;21;Indice Phénol/Phénols;t/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Indice Phénol/Phénols;t/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Indice Phénol/Phénols;t/an;2001;0.103
CHAMPAGNE-ARDENNE;21;Indice Phénol/Phénols;t/an;2002;253.084
CHAMPAGNE-ARDENNE;21;Indice Phénol/Phénols;t/an;2004;0.803
CHAMPAGNE-ARDENNE;21;Indice Phénol/Phénols;t/an;2005;0.0
CHAMPAGNE-ARDENNE;21;Indice Phénol/Phénols;t/an;2006;0.0
CHAMPAGNE-ARDENNE;21;Indice Phénol/Phénols;t/an;2007;0.0
CHAMPAGNE-ARDENNE;21;Indice Phénol/Phénols;t/an;2008;0.0
CHAMPAGNE-ARDENNE;21;Indice Phénol/Phénols;t/an;2009;0.04
CHAMPAGNE-ARDENNE;21;Manganèse;t/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Manganèse;t/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Manganèse;t/an;2001;0.0
CHAMPAGNE-ARDENNE;21;Manganèse;t/an;2002;14.981
CHAMPAGNE-ARDENNE;21;Manganèse;t/an;2004;0.0
CHAMPAGNE-ARDENNE;21;Manganèse;t/an;2005;0.0
CHAMPAGNE-ARDENNE;21;Manganèse;t/an;2006;0.0
CHAMPAGNE-ARDENNE;21;Manganèse;t/an;2007;0.0
CHAMPAGNE-ARDENNE;21;Manganèse;t/an;2008;0.0
CHAMPAGNE-ARDENNE;21;Manganèse;t/an;2009;0.0
CHAMPAGNE-ARDENNE;21;Matières en suspension (sauf épandage);t/an;1999;885.0
CHAMPAGNE-ARDENNE;21;Matières en suspension (sauf épandage);t/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Matières en suspension (sauf épandage);t/an;2001;0.0
CHAMPAGNE-ARDENNE;21;Matières en suspension (sauf épandage);t/an;2002;0.0
CHAMPAGNE-ARDENNE;21;Matières en suspension (sauf épandage);t/an;2004;0.0
CHAMPAGNE-ARDENNE;21;Matières en suspension (sauf épandage);t/an;2005;393.575
CHAMPAGNE-ARDENNE;21;Matières en suspension (sauf épandage);t/an;2006;389.223
CHAMPAGNE-ARDENNE;21;Matières en suspension (sauf épandage);t/an;2007;10076.547
CHAMPAGNE-ARDENNE;21;Matières en suspension (sauf épandage);t/an;2008;9909.868
CHAMPAGNE-ARDENNE;21;Matières en suspension (sauf épandage);t/an;2009;9014.047
CHAMPAGNE-ARDENNE;21;Matières en suspension (y compris épandage);t/an;1999;192651.0
CHAMPAGNE-ARDENNE;21;Matières en suspension (y compris épandage);t/an;2000;760316.0
CHAMPAGNE-ARDENNE;21;Matières en suspension (y compris épandage);t/an;2001;260116.0
CHAMPAGNE-ARDENNE;21;Matières en suspension (y compris épandage);t/an;2002;32097.678
CHAMPAGNE-ARDENNE;21;Matières en suspension (y compris épandage);t/an;2004;43903.78
CHAMPAGNE-ARDENNE;21;Matières en suspension (y compris épandage);t/an;2005;51314.6
CHAMPAGNE-ARDENNE;21;Matières en suspension (y compris épandage);t/an;2006;46746.248
CHAMPAGNE-ARDENNE;21;Matières en suspension (y compris épandage);t/an;2007;10076.547
CHAMPAGNE-ARDENNE;21;Matières en suspension (y compris épandage);t/an;2008;9909.868
CHAMPAGNE-ARDENNE;21;Matières en suspension (y compris épandage);t/an;2009;9014.047
CHAMPAGNE-ARDENNE;21;Mercure;kg/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Mercure;kg/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Mercure;kg/an;2001;1.3
CHAMPAGNE-ARDENNE;21;Mercure;kg/an;2002;4.9
CHAMPAGNE-ARDENNE;21;Mercure;kg/an;2004;111.04
CHAMPAGNE-ARDENNE;21;Mercure;kg/an;2005;28.09
CHAMPAGNE-ARDENNE;21;Mercure;kg/an;2006;39.63
CHAMPAGNE-ARDENNE;21;Mercure;kg/an;2007;0.0
CHAMPAGNE-ARDENNE;21;Mercure;kg/an;2008;1.09
CHAMPAGNE-ARDENNE;21;Mercure;kg/an;2009;0.0
CHAMPAGNE-ARDENNE;21;Nickel;t/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Nickel;t/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Nickel;t/an;2001;0.344
CHAMPAGNE-ARDENNE;21;Nickel;t/an;2002;0.244
CHAMPAGNE-ARDENNE;21;Nickel;t/an;2004;0.413
CHAMPAGNE-ARDENNE;21;Nickel;t/an;2005;0.518
CHAMPAGNE-ARDENNE;21;Nickel;t/an;2006;0.363
CHAMPAGNE-ARDENNE;21;Nickel;t/an;2007;0.319
CHAMPAGNE-ARDENNE;21;Nickel;t/an;2008;0.246
CHAMPAGNE-ARDENNE;21;Nickel;t/an;2009;0.222
CHAMPAGNE-ARDENNE;21;Phosphore (sauf épandage);t/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Phosphore (sauf épandage);t/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Phosphore (sauf épandage);t/an;2001;0.0
CHAMPAGNE-ARDENNE;21;Phosphore (sauf épandage);t/an;2002;32.881
CHAMPAGNE-ARDENNE;21;Phosphore (sauf épandage);t/an;2004;10.981
CHAMPAGNE-ARDENNE;21;Phosphore (sauf épandage);t/an;2005;25.015
CHAMPAGNE-ARDENNE;21;Phosphore (sauf épandage);t/an;2006;48.772
CHAMPAGNE-ARDENNE;21;Phosphore (sauf épandage);t/an;2007;244.321
CHAMPAGNE-ARDENNE;21;Phosphore (sauf épandage);t/an;2008;217.369
CHAMPAGNE-ARDENNE;21;Phosphore (sauf épandage);t/an;2009;199.999
CHAMPAGNE-ARDENNE;21;Phosphore (y compris épandage);t/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Phosphore (y compris épandage);t/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Phosphore (y compris épandage);t/an;2001;195.0
CHAMPAGNE-ARDENNE;21;Phosphore (y compris épandage);t/an;2002;1942.937
CHAMPAGNE-ARDENNE;21;Phosphore (y compris épandage);t/an;2004;312.827
CHAMPAGNE-ARDENNE;21;Phosphore (y compris épandage);t/an;2005;331.11
CHAMPAGNE-ARDENNE;21;Phosphore (y compris épandage);t/an;2006;373.317
CHAMPAGNE-ARDENNE;21;Phosphore (y compris épandage);t/an;2007;244.321
CHAMPAGNE-ARDENNE;21;Phosphore (y compris épandage);t/an;2008;217.369
CHAMPAGNE-ARDENNE;21;Phosphore (y compris épandage);t/an;2009;199.999
CHAMPAGNE-ARDENNE;21;Plomb;t/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Plomb;t/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Plomb;t/an;2001;0.071
CHAMPAGNE-ARDENNE;21;Plomb;t/an;2002;0.909
CHAMPAGNE-ARDENNE;21;Plomb;t/an;2004;0.087
CHAMPAGNE-ARDENNE;21;Plomb;t/an;2005;0.516
CHAMPAGNE-ARDENNE;21;Plomb;t/an;2006;0.113
CHAMPAGNE-ARDENNE;21;Plomb;t/an;2007;0.097
CHAMPAGNE-ARDENNE;21;Plomb;t/an;2008;0.056
CHAMPAGNE-ARDENNE;21;Plomb;t/an;2009;0.084
CHAMPAGNE-ARDENNE;21;Sulfates;t/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Sulfates;t/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Sulfates;t/an;2001;0.0
CHAMPAGNE-ARDENNE;21;Sulfates;t/an;2002;0.0
CHAMPAGNE-ARDENNE;21;Sulfates;t/an;2004;0.0
CHAMPAGNE-ARDENNE;21;Sulfates;t/an;2005;0.0
CHAMPAGNE-ARDENNE;21;Sulfates;t/an;2006;0.0
CHAMPAGNE-ARDENNE;21;Sulfates;t/an;2007;0.0
CHAMPAGNE-ARDENNE;21;Sulfates;t/an;2008;0.0
CHAMPAGNE-ARDENNE;21;Sulfates;t/an;2009;0.0
CHAMPAGNE-ARDENNE;21;Titane;t/an;1999;0.0
CHAMPAGNE-ARDENNE;21;Titane;t/an;2000;0.0
CHAMPAGNE-ARDENNE;21;Titane;t/an;2001;0.0
