Lieu	N° région, département	Série	Unité	1999	2000	2001	2002	2004	2005	2006	2007	2008	2009
ALSACE	42	AI08Ammoniac - Quantités annuelles émises	t/an	0.0	0.0	643.0	615.0	180.13	138.522	184.481	176.294	150.923	182.198
ALSACE	42	AI08Ammoniac - Nombre d'établissements concernés	Nombre	0.0	0.0	3.0	3.0	2.0	3.0	8.0	8.0	6.0	9.0
ALSACE	42	AI08Ammoniac - Seuil de collecte des données	t/an	100.0	100.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0
ALSACE	42	AI08Cadmium - Quantités annuelles émises	kg/an	0.0	0.0	17.0	66.5	15.5	0.0	23.4	10.1	10.0	44.082
ALSACE	42	AI08Cadmium - Nombre d'établissements concernés	Nombre	0.0	0.0	1.0	3.0	1.0	0.0	2.0	1.0	1.0	2.0
ALSACE	42	AI08Cadmium - Seuil de collecte des données	kg/an	30.0	30.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0
ALSACE	42	AI08Monoxyde de carbone (CO) - Quantités annuelles émises	t/an	0.0	0.0	606.0	0.0	1275.0	10689.85	9627.19	9762.392	1376.073	943.527
ALSACE	42	AI08Monoxyde de carbone - Nombre d'établissements concernés	Nombre	0.0	0.0	1.0	0.0	1.0	2.0	2.0	2.0	1.0	1.0
ALSACE	42	AI08Monoxyde de carbone - Seuil de collecte des données	t/an	500.0	500.0	500.0	500.0	500.0	500.0	500.0	500.0	500.0	500.0
ALSACE	42	AI08Composés Organiques Volatils (COV) non méthaniques - Quantités annuelles émises	t/an	4780.0	5801.0	9756.0	8816.0	7627.237	5078.023	4158.702	3765.235	3952.434	3026.296
ALSACE	42	AI08Composés Organiques Volatils (COV) non méthaniques - Nombre d'établissements concernés	Nombre	2.0	3.0	11.0	15.0	20.0	15.0	14.0	15.0	30.0	27.0
ALSACE	42	AI08Composés Organiques Volatils (COV) non méthaniques - Seuil de collecte des données	t/an	1000.0	1000.0	100.0	100.0	100.0	100.0	100.0	100.0	30.0	30.0
ALSACE	42	AI08Fluorure d'hydrogène (HF) - Quantités annuelles émises	t/an	0.0	0.0	92.0	0.0	0.0	0.0	9.662	0.0	0.0	0.0
ALSACE	42	AI08Fluorure d'hydrogène (HF) - Nombre d'établissements concernés	Nombre	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ALSACE	42	AI08Fluorure d'hydrogène (HF) - Seuil de collecte des données	t/an	10.0	10.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
ALSACE	42	AI08Sulfure d'hydrogène (H2S) - Quantités annuelles émises	t/an	0.0	0.0	0.0	27.7	31.107	37.973	27.862	14.778	12.807	0.0
ALSACE	42	AI08Sulfure d'hydrogène (H2S) - Nombre d'établissements concernés	Nombre	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
ALSACE	42	AI08Sulfure d'hydrogène (H2S) - Seuil de collecte des données	t/an	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
ALSACE	42	AI08Chlorure d'hydrogène - Quantités annuelles émises	t/an	0.0	0.0	114.0	26.4	0.0	0.0	0.0	0.0	0.0	0.0
ALSACE	42	AI08Chlorure d'hydrogène - Nombre d'établissements concernés	Nombre	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
ALSACE	42	AI08Chlorure d'hydrogène - Seuil de collecte des données	t/an	250.0	250.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0
ALSACE	42	AI08Acide cyanhydrique (HCN) - Quantités annuelles émises	t/an	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALSACE	42	AI08Acide cyanhydrique (HCN) - Nombre d'établissements concernés	Nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALSACE	42	AI08Acide cyanhydrique (HCN) - Seuil de collecte des données	t/an	5.0	5.0	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
ALSACE	42	AI08Mercure (et ses composants) - Quantités annuelles émises	kg/an	36.5	0.0	135.0	110.0	152.185	177.169	279.22	409.2	253.076	96.368
