Lieu	N° région, département	Série	Unité	1999	2000	2001	2002	2004	2005	2006	2007	2008	2009
ALSACE	42	EA10Aluminium (et ses composés) - Quantités annuelles émises	t/an	0.0	0.0	0.0	18.285	2.276	2.705	2.357	3.21	7.716	4.383
ALSACE	42	EA10Aluminium (et ses composés) - Nombre d'établissements concernés	Nombre	0.0	0.0	0.0	3.0	1.0	1.0	1.0	1.0	2.0	1.0
ALSACE	42	EA10Aluminium (et ses composés) - Seuil de collecte des données	t/an	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
ALSACE	42	EA10AOX OU EOX - Quantités annuelles émises	t/an	7.0	15.6	38.13	16.23	23.567	26.475	22.41	23.249	22.152	30.864
ALSACE	42	EA10AOX OU EOX - Nombre d'établissements concernés	Nombre	1.0	2.0	8.0	4.0	4.0	4.0	5.0	6.0	6.0	5.0
ALSACE	42	EA10AOX OU EOX - Seuil de collecte des données	t/an	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ALSACE	42	EA10Arsenic (et ses composés) - Quantités annuelles émises	kg/an	7097.0	6172.0	4898.0	3349.0	2441.5	2353.955	2192.0	7.81	5.51	42.94
ALSACE	42	EA10Arsenic (et ses composés) - Nombre d'établissements concernés	Nombre	1.0	1.0	3.0	5.0	2.0	4.0	3.0	1.0	1.0	4.0
ALSACE	42	EA10Arsenic (et ses composés) - Seuil de collecte des données	kg/an	30.0	30.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
ALSACE	42	EA10Azote (sauf épandage) - Quantités annuelles émises	t/an	360.0	3971.0	3759.6	4009.889	3937.697	2817.254	2819.732	2517.051	3084.225	2268.739
ALSACE	42	EA10Azote (sauf épandage) - Nombre d'établissements concernés	Nombre	3.0	6.0	10.0	10.0	11.0	8.0	8.0	10.0	9.0	9.0
ALSACE	42	EA10Azote (sauf épandage) - Seuil de collecte des données	t/an	100.0	100.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
ALSACE	42	EA10Cadmium (et ses composés) - Quantités annuelles émises	kg/an	69.0	68.0	97.0	114.0	78.721	61.725	52.0	22.0	10.0	88.537
ALSACE	42	EA10Cadmium (et ses composés) - Nombre d'établissements concernés	Nombre	1.0	1.0	2.0	4.0	5.0	3.0	3.0	2.0	1.0	28.0
ALSACE	42	EA10Cadmium (et ses composés) - Seuil de collecte des données	kg/an	10.0	10.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	0.0
ALSACE	42	EA10Chlorures - Quantités annuelles émises	t/an	1310950.0	1218158.0	1092163.0	791907.557	582013.116	782798.731	504926.306	14613.94	24234.181	15763.292
ALSACE	42	EA10Chlorures - Nombre d'établissements concernés	Nombre	2.0	3.0	4.0	3.0	4.0	4.0	5.0	2.0	3.0	2.0
ALSACE	42	EA10Chlorures - Seuil de collecte des données	t/an	1000.0	1000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0
ALSACE	42	EA10Chrome hexavalent - Quantités annuelles émises	kg/an	76.0	0.0	52.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0
ALSACE	42	EA10Chrome hexavalent - Nombre d'établissements concernés	Nombre	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ALSACE	42	EA10Chrome hexavalent - Seuil de collecte des données	kg/an	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0
ALSACE	42	EA10Chrome (et ses composés) - Quantités annuelles émises	t/an	17.87	18.29	13.503	9.876	5.559	5.119	4.421	1.457	1.357	0.72
ALSACE	42	EA10Chrome (et ses composés) - Nombre d'établissements concernés	Nombre	5.0	4.0	8.0	9.0	6.0	8.0	8.0	6.0	6.0	7.0
ALSACE	42	EA10Chrome (et ses composés) - Seuil de collecte des données	t/an	0.3	0.3	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.04
ALSACE	42	EA10Cuivre (et ses composés) - Quantités annuelles émises	t/an	7.4	6.4	6.0	5.26	5.756	7.103	6.387	4.086	2.106	1.726
