unit	sex	age	icd10	resid	geo	EU28	BE	BE1	BE10	BE2	BE21	BE22	BE23	BE24	BE25	BE3	BE31	BE32	BE33	BE34	BE35	BG	BG3	BG31	BG32	BG33	BG34	BG4	BG41	BG42	CZ	CZ0	CZ01	CZ02	CZ03	CZ04	CZ05	CZ06	CZ07	CZ08	DK	DK0	DK01	DK02	DK03	DK04	DK05	DE	DE1	DE11	DE12	DE13	DE14	DE2	DE21	DE22	DE23	DE24	DE25	DE26	DE27	DE3	DE30	DE4	DE40	DE5	DE50	DE6	DE60	DE7	DE71	DE72	DE73	DE8	DE80	DE9	DE91	DE92	DE93	DE94	DEA	DEA1	DEA2	DEA3	DEA4	DEA5	DEB	DEB1	DEB2	DEB3	DEC	DEC0	DED	DED2	DED4	DED5	DEE	DEE0	DEF	DEF0	DEG	DEG0	EE	EE0	EE00	IE	IE0	IE01	IE02	EL	EL1	EL11	EL12	EL13	EL14	EL2	EL21	EL22	EL23	EL24	EL25	EL3	EL30	EL4	EL41	EL42	EL43	ES	ES1	ES11	ES12	ES13	ES2	ES21	ES22	ES23	ES24	ES3	ES30	ES4	ES41	ES42	ES43	ES5	ES51	ES52	ES53	ES6	ES61	ES62	ES63	ES64	ES7	ES70	FR	FR1	FR10	FR2	FR21	FR22	FR23	FR24	FR25	FR26	FR3	FR30	FR4	FR41	FR42	FR43	FR5	FR51	FR52	FR53	FR6	FR61	FR62	FR63	FR7	FR71	FR72	FR8	FR81	FR82	FR83	FRZ	FRZZ	HR	HR0	HR03	HR04	IT	ITC	ITC1	ITC2	ITC3	ITC4	ITH	ITH1	ITH2	ITH3	ITH4	ITH5	ITI	ITI1	ITI2	ITI3	ITI4	ITF	ITF1	ITF2	ITF3	ITF4	ITF5	ITF6	ITG	ITG1	ITG2	CY	CY0	CY00	LV	LV0	LV00	LT	LT0	LT00	LU	LU0	LU00	HU	HU1	HU10	HU2	HU21	HU22	HU23	HU3	HU31	HU32	HU33	MT	MT0	MT00	NL	NL1	NL11	NL12	NL13	NL2	NL21	NL22	NL23	NL3	NL31	NL32	NL33	NL34	NL4	NL41	NL42	AT	AT1	AT11	AT12	AT13	AT2	AT21	AT22	AT3	AT31	AT32	AT33	AT34	PL	PL1	PL11	PL12	PL2	PL21	PL22	PL3	PL31	PL32	PL33	PL34	PL4	PL41	PL42	PL43	PL5	PL51	PL52	PL6	PL61	PL62	PL63	PT	PT1	PT11	PT15	PT16	PT17	PT18	PT2	PT20	PT3	PT30	RO	RO1	RO11	RO12	RO2	RO21	RO22	RO3	RO31	RO32	RO4	RO41	RO42	SI	SI0	SI01	SI02	SK	SK0	SK01	SK02	SK03	SK04	FI	FI1	FI19	FI1B	FI1C	FI1D	FI2	FI20	SE	SE1	SE11	SE12	SE2	SE21	SE22	SE23	SE3	SE31	SE32	SE33	UK	UKC	UKC1	UKC2	UKD	UKD1	UKD3	UKD4	UKD6	UKD7	UKE	UKE1	UKE2	UKE3	UKE4	UKF	UKF1	UKF2	UKF3	UKG	UKG1	UKG2	UKG3	UKH	UKH1	UKH2	UKH3	UKJ	UKJ1	UKJ2	UKJ3	UKJ4	UKK	UKK1	UKK2	UKK3	UKK4	UKL	UKL1	UKL2	UKM	UKM2	UKM3	UKM5	UKM6	UKN	UKN0	LI	LI0	LI00	NO	NO0	NO01	NO02	NO03	NO04	NO05	NO06	NO07	CH	CH0	CH01	CH02	CH03	CH04	CH05	CH06	CH07	RS	TR	TR1	TR10	TR2	TR21	TR22	TR3	TR31	TR32	TR33	TR4	TR41	TR42	TR5	TR51	TR52	TR6	TR61	TR62	TR63	TR7	TR71	TR72	TR8	TR81	TR82	TR83	TR9	TR90	TRA	TRA1	TRA2	TRB	TRB1	TRB2	TRC	TRC1	TRC2	TRC3
PC	T	TOTAL	A-R_V-Y	TOT_RESID	2013	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	0	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
PC	T	TOTAL	A_B	TOT_RESID	2013	100	100	100	100	100	33.33	66.67	66.67	0	66.67	100	0	33.33	33.33	33.33	66.67	100	100	100	66.67	66.67	100	100	100	100	100	100	33.33	66.67	66.67	0	100	66.67	33.33	66.67	100	100	100	0	33.33	33.33	33.33	100	100	66.67	100	33.33	0	66.67	33.33	0	33.33	0	0	66.67	33.33	33.33	33.33	66.67	66.67	33.33	33.33	33.33	33.33	100	100	0	0	33.33	33.33	100	33.33	66.67	66.67	100	100	100	66.67	100	100	66.67	66.67	33.33	0	66.67	0	0	33.33	0	0	33.33	66.67	66.67	100	100	66.67	66.67	0	0	0	100	100	66.67	100	100	66.67	33.33	33.33	0	0	33.33	33.33	0	33.33	0	0	100	100	0	0	0	0	100	100	66.67	33.33	0	66.67	66.67	33.33	0	33.33	100	100	100	33.33	100	66.67	66.67	66.67	33.33	0	66.67	66.67	33.33	0	0	33.33	33.33	100	100	100	100	66.67	33.33	66.67	66.67	100	66.67	66.67	66.67	66.67	0	66.67	0	100	100	100	0	100	100	66.67	33.33	100	100	66.67	100	100	100	0	33.33	33.33	66.67	66.67	0	66.67	100	100	100	0	33.33	100	100	0	33.33	66.67	33.33	66.67	100	33.33	33.33	0	100	100	66.67	0	100	66.67	66.67	66.67	100	100	66.67	0	0	0	100	100	100	100	100	100	33.33	33.33	33.33	100	100	100	100	50	50	0	100	50	0	50	33.33	33.33	33.33	100	100	66.67	33.33	33.33	100	33.33	33.33	33.33	100	33.33	33.33	100	33.33	66.67	33.33	33.33	100	100	0	0	100	66.67	66.67	0	100	66.67	0	33.33	0	100	100	100	100	100	100	100	100	100	33.33	66.67	0	66.67	66.67	0	33.33	100	100	0	66.67	66.67	66.67	66.67	100	100	100	0	33.33	66.67	33.33	33.33	33.33	0	0	100	100	100	100	100	100	100	100	100	100	100	100	66.67	33.33	33.33	0	33.33	100	100	33.33	33.33	66.67	100	66.67	66.67	33.33	33.33	0	0	0	0	100	100	66.67	100	100	33.33	33.33	100	66.67	33.33	33.33	0	100	100	100	33.33	100	66.67	100	66.67	100	100	100	100	66.67	100	100	100	66.67	100	33.33	100	66.67	100	100	100	100	100	100	100	100	66.67	66.67	66.67	100	100	66.67	0	66.67	66.67	66.67	66.67	100	66.67	66.67	33.33	33.33	66.67	66.67	0	0	0	66.67	66.67	0	0	33.33	0	33.33	33.33	0	66.67	66.67	66.67	0	0	0	0	0	0	100	100	100	100	100	66.67	100	100	66.67	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	66.67	100	100	100	100	100	100	100	100	100	100	100	100	100
PC	T	TOTAL	C00-D48	TOT_RESID	2013	100	100	66.67	66.67	100	66.67	33.33	100	33.33	0	66.67	0	66.67	33.33	0	0	100	100	0	33.33	33.33	66.67	66.67	33.33	33.33	66.67	66.67	0	66.67	33.33	0	33.33	33.33	33.33	33.33	100	100	66.67	0	0	33.33	33.33	100	66.67	66.67	0	33.33	0	100	100	0	0	33.33	66.67	66.67	0	100	100	66.67	66.67	0	0	33.33	33.33	100	66.67	66.67	33.33	33.33	33.33	66.67	33.33	0	0	66.67	100	100	66.67	66.67	33.33	100	66.67	33.33	0	33.33	0	0	100	33.33	66.67	0	33.33	33.33	66.67	66.67	66.67	66.67	33.33	33.33	33.33	100	100	66.67	100	100	100	66.67	66.67	33.33	33.33	66.67	0	0	66.67	0	33.33	100	100	33.33	0	33.33	0	100	66.67	0	33.33	33.33	66.67	33.33	33.33	0	0	66.67	66.67	100	100	33.33	33.33	100	100	33.33	0	100	100	33.33	0	0	66.67	66.67	100	100	100	100	33.33	33.33	33.33	100	0	0	100	100	66.67	33.33	33.33	66.67	100	66.67	66.67	0	66.67	33.33	66.67	0	100	100	0	66.67	66.67	66.67	0	0	0	66.67	66.67	33.33	66.67	100	100	66.67	0	33.33	100	100	33.33	0	100	0	66.67	100	66.67	0	33.33	100	100	33.33	0	100	66.67	33.33	66.67	100	100	0	0	0	0	66.67	66.67	66.67	100	100	100	33.33	33.33	33.33	100	50	50	100	50	100	100	100	0	100	0	33.33	33.33	33.33	100	100	33.33	66.67	33.33	66.67	33.33	33.33	0	100	33.33	100	66.67	0	66.67	33.33	33.33	66.67	66.67	0	66.67	33.33	33.33	33.33	0	66.67	33.33	33.33	0	0	100	100	0	100	100	66.67	100	100	66.67	33.33	33.33	66.67	100	66.67	100	0	66.67	66.67	0	100	33.33	0	100	66.67	66.67	33.33	33.33	0	33.33	0	0	0	0	0	100	100	66.67	100	66.67	66.67	66.67	33.33	33.33	0	100	66.67	66.67	33.33	33.33	33.33	33.33	100	100	33.33	0	66.67	66.67	100	100	33.33	33.33	66.67	33.33	0	0	100	66.67	66.67	66.67	100	33.33	33.33	66.67	66.67	33.33	33.33	0	100	66.67	33.33	33.33	100	33.33	33.33	66.67	0	66.67	66.67	33.33	0	0	33.33	66.67	33.33	33.33	0	100	0	100	33.33	66.67	0	33.33	66.67	100	66.67	33.33	66.67	0	66.67	33.33	33.33	0	0	66.67	33.33	33.33	100	66.67	100	33.33	0	100	100	0	0	0	100	100	33.33	0	66.67	33.33	33.33	33.33	33.33	100	100	33.33	66.67	33.33	66.67	33.33	33.33	0	66.67	100	100	100	66.67	33.33	33.33	100	0	66.67	100	100	100	100	100	100	100	100	100	100	66.67	100	100	100	66.67	33.33	33.33	66.67	66.67	66.67	100	100	66.67	100	100	100	100	100	100	66.67
PC	T	TOTAL	D50-D89	TOT_RESID	2013	100	100	0	0	66.67	33.33	0	33.33	33.33	0	100	0	66.67	100	0	0	33.33	0	0	0	0	0	33.33	0	33.33	66.67	66.67	0	0	0	33.33	33.33	0	0	0	100	100	33.33	66.67	0	0	0	100	33.33	0	33.33	33.33	33.33	100	100	0	0	0	33.33	33.33	0	0	0	0	0	0	0	66.67	66.67	66.67	66.67	0	0	0	0	66.67	0	66.67	0	0	100	66.67	66.67	33.33	0	66.67	33.33	0	0	33.33	33.33	33.33	33.33	33.33	0	0	0	0	66.67	66.67	0	0	0	0	0	66.67	66.67	33.33	33.33	33.33	0	0	0	0	0	0	0	0	0	0	0	33.33	33.33	0	0	0	0	100	33.33	0	33.33	0	66.67	33.33	0	0	33.33	100	100	33.33	33.33	0	0	100	100	0	0	100	100	33.33	33.33	0	0	0	100	100	100	100	33.33	33.33	0	33.33	0	33.33	66.67	66.67	66.67	33.33	33.33	0	0	0	0	0	33.33	0	33.33	0	33.33	33.33	0	66.67	66.67	33.33	0	0	0	33.33	33.33	33.33	33.33	100	100	33.33	0	0	100	100	0	33.33	33.33	0	66.67	100	66.67	33.33	0	100	100	33.33	33.33	100	33.33	0	33.33	66.67	33.33	33.33	0	0	0	0	0	0	0	0	0	0	0	0	100	50	50	0	0	0	0	100	50	50	50	33.33	33.33	33.33	66.67	0	0	0	0	66.67	33.33	33.33	0	66.67	33.33	0	33.33	0	33.33	33.33	33.33	100	100	33.33	33.33	66.67	33.33	0	33.33	33.33	33.33	0	33.33	0	100	33.33	33.33	0	33.33	33.33	0	66.67	66.67	0	0	0	33.33	0	0	33.33	33.33	33.33	0	66.67	0	33.33	33.33	100	100	0	33.33	0	66.67	0	0	0	0	0	100	66.67	33.33	66.67	66.67	66.67	33.33	33.33	33.33	0	0	0	0	33.33	33.33	33.33	0	100	100	33.33	33.33	33.33	66.67	33.33	33.33	0	0	0	33.33	0	0	100	33.33	33.33	33.33	66.67	0	33.33	33.33	100	66.67	0	66.67	100	0	0	0	66.67	0	33.33	0	0	33.33	33.33	33.33	0	0	0	0	0	0	0	100	33.33	33.33	33.33	33.33	33.33	0	0	66.67	33.33	66.67	33.33	0	33.33	0	33.33	0	0	66.67	33.33	33.33	33.33	0	0	33.33	0	33.33	33.33	:	:	:	0	0	0	0	0	0	0	0	0	100	100	0	33.33	33.33	33.33	33.33	0	0	33.33	100	100	100	100	66.67	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	66.67	66.67	100	100	100	100	100	66.67	100	100	100	100	100	100	100
PC	T	TOTAL	E	TOT_RESID	2013	100	100	100	100	100	66.67	66.67	66.67	100	100	100	33.33	66.67	66.67	33.33	0	0	0	0	0	0	0	0	0	0	100	100	0	0	33.33	66.67	66.67	33.33	0	0	100	100	66.67	33.33	0	66.67	66.67	100	100	66.67	100	66.67	33.33	100	100	0	33.33	0	33.33	66.67	0	66.67	66.67	66.67	66.67	0	0	33.33	33.33	100	100	0	33.33	33.33	33.33	100	0	33.33	66.67	33.33	100	100	100	66.67	66.67	100	66.67	33.33	0	33.33	33.33	33.33	100	33.33	33.33	33.33	33.33	33.33	100	100	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	100	33.33	0	33.33	0	0	100	0	0	66.67	0	33.33	33.33	33.33	0	0	0	0	100	100	66.67	66.67	0	100	100	66.67	33.33	33.33	66.67	66.67	66.67	66.67	0	33.33	100	100	100	66.67	100	66.67	100	33.33	33.33	33.33	33.33	100	100	100	100	33.33	100	66.67	33.33	33.33	66.67	100	100	100	100	100	66.67	100	100	100	100	100	100	100	33.33	100	100	66.67	100	66.67	100	0	0	0	66.67	66.67	66.67	66.67	100	100	100	0	66.67	100	100	0	0	66.67	33.33	100	100	100	33.33	66.67	100	100	33.33	33.33	100	100	0	33.33	100	100	33.33	33.33	33.33	33.33	66.67	66.67	66.67	66.67	66.67	66.67	0	0	0	100	100	100	50	50	50	0	100	50	50	0	33.33	33.33	33.33	100	33.33	33.33	33.33	33.33	66.67	66.67	0	33.33	100	33.33	100	100	33.33	66.67	66.67	33.33	100	66.67	0	33.33	66.67	66.67	0	66.67	66.67	66.67	66.67	66.67	66.67	100	100	66.67	100	66.67	66.67	0	33.33	0	0	33.33	0	66.67	66.67	33.33	0	33.33	33.33	0	33.33	0	33.33	0	100	100	33.33	33.33	33.33	100	33.33	0	0	0	0	100	100	66.67	66.67	66.67	66.67	33.33	100	33.33	66.67	33.33	0	33.33	33.33	33.33	0	33.33	100	100	0	0	33.33	100	100	100	66.67	100	33.33	66.67	0	0	100	100	66.67	66.67	100	33.33	66.67	66.67	33.33	33.33	0	0	100	66.67	66.67	33.33	100	66.67	100	66.67	33.33	0	100	33.33	33.33	100	100	100	100	66.67	33.33	100	33.33	66.67	100	100	66.67	66.67	33.33	100	66.67	66.67	66.67	33.33	66.67	66.67	0	33.33	33.33	66.67	33.33	33.33	100	66.67	33.33	0	0	33.33	33.33	0	0	0	100	100	33.33	0	66.67	66.67	0	33.33	0	100	100	33.33	66.67	100	33.33	33.33	0	0	66.67	100	100	100	100	100	66.67	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	66.67	33.33	100	100	100	100	100	100	100	100	100	100	100	100	100
PC	T	TOTAL	F	TOT_RESID	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.67	33.33	33.33	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33	0	33.33	0	33.33	33.33	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33	33.33	0	0
PC	T	TOTAL	I	TOT_RESID	2013	100	100	66.67	66.67	66.67	66.67	33.33	0	0	0	100	0	33.33	33.33	0	33.33	100	100	100	100	100	100	100	100	100	100	100	33.33	0	33.33	0	100	66.67	33.33	66.67	66.67	66.67	66.67	0	33.33	0	33.33	100	100	66.67	100	66.67	33.33	100	33.33	0	0	0	33.33	33.33	33.33	100	100	33.33	33.33	66.67	66.67	66.67	66.67	100	100	33.33	0	33.33	33.33	100	66.67	66.67	100	100	100	33.33	66.67	33.33	33.33	100	33.33	33.33	33.33	0	66.67	66.67	33.33	0	33.33	0	66.67	66.67	100	100	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	33.33	33.33	0	0	100	66.67	33.33	33.33	100	100	100	100	33.33	33.33	33.33	100	100	100	0	100	66.67	66.67	0	0	66.67	66.67	100	100	100	100	66.67	33.33	0	33.33	66.67	33.33	66.67	66.67	100	33.33	66.67	33.33	100	100	100	100	100	66.67	66.67	66.67	100	100	33.33	100	66.67	100	0	33.33	33.33	100	100	0	100	100	100	100	0	0	100	100	33.33	66.67	100	100	100	100	100	66.67	66.67	100	100	66.67	33.33	100	100	33.33	100	100	100	33.33	33.33	33.33	33.33	66.67	66.67	66.67	100	100	100	0	0	0	100	100	100	0	0	0	0	100	50	50	50	33.33	33.33	33.33	100	33.33	0	0	33.33	100	33.33	66.67	66.67	100	0	66.67	100	0	33.33	0	33.33	100	66.67	0	33.33	66.67	66.67	66.67	0	66.67	33.33	66.67	33.33	33.33	100	33.33	33.33	33.33	100	66.67	66.67	66.67	66.67	66.67	0	0	66.67	33.33	33.33	0	66.67	66.67	33.33	33.33	0	33.33	33.33	100	66.67	66.67	0	33.33	66.67	0	33.33	33.33	0	0	100	100	100	66.67	100	100	66.67	100	100	100	66.67	66.67	33.33	0	0	0	0	66.67	66.67	0	0	0	66.67	100	100	33.33	33.33	66.67	33.33	0	0	100	100	100	33.33	66.67	66.67	0	0	33.33	33.33	0	0	100	66.67	33.33	66.67	100	33.33	100	100	0	66.67	100	66.67	33.33	100	66.67	100	66.67	100	33.33	100	66.67	100	100	100	100	100	100	100	100	100	66.67	33.33	100	100	33.33	0	66.67	100	100	66.67	100	33.33	66.67	0	0	33.33	33.33	0	0	0	100	100	66.67	0	33.33	0	33.33	0	33.33	100	100	66.67	0	66.67	0	0	0	0	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
PC	T	TOTAL	J	TOT_RESID	2013	100	66.67	0	0	66.67	33.33	0	66.67	66.67	66.67	33.33	0	33.33	0	0	33.33	100	100	100	100	100	100	100	100	100	100	100	66.67	33.33	0	100	33.33	66.67	100	100	100	100	66.67	0	33.33	33.33	33.33	100	33.33	0	33.33	0	33.33	0	0	0	0	0	0	0	0	33.33	33.33	66.67	66.67	33.33	33.33	33.33	33.33	66.67	33.33	33.33	33.33	66.67	66.67	66.67	33.33	0	0	33.33	100	100	33.33	66.67	100	100	66.67	33.33	0	66.67	33.33	33.33	66.67	66.67	33.33	0	100	100	100	100	66.67	66.67	100	100	100	66.67	33.33	33.33	0	100	100	66.67	100	33.33	33.33	100	33.33	33.33	66.67	0	33.33	100	100	33.33	33.33	0	0	100	33.33	33.33	0	0	100	100	0	33.33	33.33	66.67	66.67	100	33.33	66.67	33.33	100	100	100	33.33	100	100	33.33	0	0	100	100	100	100	100	100	33.33	33.33	66.67	66.67	0	0	66.67	66.67	100	66.67	33.33	0	66.67	33.33	33.33	33.33	0	0	0	0	66.67	66.67	33.33	66.67	0	66.67	0	0	0	100	100	66.67	100	100	100	33.33	0	0	100	100	33.33	0	100	0	100	100	66.67	33.33	100	100	100	0	0	100	100	33.33	66.67	100	100	33.33	33.33	33.33	33.33	100	100	100	100	100	100	0	0	0	100	0	0	50	0	0	50	100	100	100	50	66.67	66.67	66.67	100	100	33.33	66.67	0	33.33	0	33.33	0	100	0	66.67	66.67	0	66.67	66.67	33.33	100	66.67	0	33.33	66.67	66.67	33.33	33.33	66.67	33.33	33.33	33.33	0	100	100	66.67	100	100	66.67	100	100	33.33	66.67	0	100	100	66.67	100	66.67	100	100	0	100	66.67	100	100	66.67	66.67	66.67	0	33.33	66.67	33.33	0	0	33.33	33.33	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	33.33	100	100	66.67	66.67	100	100	66.67	66.67	33.33	33.33	33.33	66.67	0	0	100	100	100	33.33	100	100	0	66.67	66.67	66.67	0	0	100	66.67	66.67	33.33	100	33.33	100	66.67	33.33	66.67	100	100	100	100	100	66.67	66.67	66.67	33.33	100	100	66.67	100	100	66.67	100	100	100	100	66.67	66.67	66.67	100	66.67	33.33	0	66.67	100	100	100	100	66.67	66.67	33.33	0	100	100	0	0	0	66.67	66.67	33.33	0	0	0	33.33	0	0	100	66.67	0	0	33.33	33.33	33.33	0	0	100	100	100	100	100	66.67	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	66.67	33.33	66.67	100	100	100	100	100	100	100	100	100	100	100	100
PC	T	TOTAL	K	TOT_RESID	2013	100	66.67	0	0	33.33	33.33	0	0	33.33	0	33.33	33.33	0	0	0	33.33	100	100	0	33.33	100	33.33	66.67	66.67	33.33	100	100	0	66.67	33.33	66.67	33.33	66.67	66.67	66.67	66.67	66.67	0	33.33	33.33	0	0	100	66.67	33.33	66.67	0	0	33.33	33.33	0	0	0	0	0	0	33.33	33.33	33.33	33.33	0	0	33.33	33.33	33.33	0	33.33	0	0	0	100	66.67	33.33	33.33	33.33	33.33	0	0	33.33	33.33	33.33	66.67	0	0	66.67	33.33	33.33	0	0	0	0	0	0	33.33	33.33	33.33	33.33	33.33	33.33	33.33	0	0	0	0	33.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	66.67	33.33	33.33	0	66.67	33.33	0	0	33.33	33.33	33.33	66.67	33.33	66.67	0	100	100	66.67	0	66.67	33.33	33.33	0	0	0	0	100	66.67	66.67	33.33	33.33	0	0	0	0	33.33	33.33	33.33	33.33	33.33	33.33	0	33.33	33.33	0	0	66.67	33.33	33.33	0	66.67	66.67	0	66.67	33.33	33.33	0	0	0	0	0	0	0	100	100	66.67	33.33	33.33	100	100	33.33	33.33	100	0	100	100	66.67	33.33	0	66.67	100	0	0	100	66.67	0	66.67	100	100	0	0	0	0	66.67	66.67	66.67	66.67	66.67	66.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33	33.33	33.33	100	0	0	0	0	33.33	0	33.33	0	100	33.33	66.67	66.67	0	33.33	33.33	0	33.33	33.33	0	33.33	33.33	0	0	0	33.33	0	0	0	33.33	100	66.67	0	66.67	100	33.33	100	33.33	0	0	33.33	0	33.33	33.33	0	0	66.67	66.67	0	33.33	0	0	33.33	66.67	66.67	33.33	0	0	33.33	33.33	0	0	0	0	100	100	100	100	100	100	100	100	100	100	100	66.67	66.67	0	0	0	0	100	100	0	33.33	66.67	100	66.67	66.67	66.67	33.33	0	0	0	0	100	66.67	66.67	0	100	0	66.67	33.33	33.33	0	0	33.33	100	0	0	0	66.67	0	0	33.33	33.33	66.67	100	0	33.33	33.33	100	66.67	33.33	0	33.33	66.67	33.33	33.33	66.67	100	66.67	100	33.33	66.67	33.33	33.33	33.33	0	100	33.33	33.33	33.33	33.33	0	0	0	33.33	0	0	0	33.33	0	0	0	0	0	66.67	33.33	0	0	33.33	0	0	0	0	33.33	33.33	0	0	0	0	0	33.33	0	66.67	100	100	100	100	66.67	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	33.33	33.33	100	100	100	100	100	100	100	100	100	100	100	100	100
